iter	MultiClass
794	0.1303313532
795	0.1301612767
796	0.1300064219
797	0.1298275415
798	0.1295594873
799	0.1293116107
800	0.1291282918
801	0.1290114973
802	0.1288359994
803	0.1287135498
804	0.1285177516
805	0.128378484
806	0.1281265662
807	0.1279520394
808	0.1277942849
809	0.1276001909
810	0.1274129497
811	0.1271043605
812	0.1270129529
813	0.1269029472
814	0.1267727034
815	0.1266234505
816	0.1264854667
817	0.1261837436
818	0.1259596081
819	0.1258384523
820	0.1257574428
821	0.1255875747
822	0.1253781505
823	0.1251499248
824	0.1249010483
825	0.1246725823
826	0.124580011
827	0.1243800371
828	0.1241569845
829	0.1239623246
830	0.1237634829
831	0.1235768309
832	0.1233707526
833	0.1231931521
834	0.1229554035
835	0.1228219313
836	0.122711648
837	0.1225103925
838	0.122263596
839	0.1220094095
840	0.121747842
841	0.1215974047
842	0.12138789
843	0.121261008
844	0.1210260929
845	0.120836674
846	0.1206885363
847	0.1204368842
848	0.1202834003
849	0.1200538547
850	0.1199118868
851	0.1197701015
852	0.1196047922
853	0.1193629007
854	0.1193132889
855	0.1191934392
856	0.1190052835
857	0.1188699557
858	0.1187681074
859	0.1186126519
860	0.1185096036
861	0.1183437796
862	0.1181134277
863	0.1179091745
864	0.1176535592
865	0.1173432384
866	0.1172439644
867	0.1170870911
868	0.1169572892
869	0.1167306619
870	0.1165365512
871	0.1163902992
872	0.1162315237
873	0.1160948691
874	0.11598238
875	0.1158083578
876	0.1157424012
877	0.1155965532
878	0.1154727493
879	0.1153053942
880	0.1151638168
881	0.1149424355
882	0.1146712351
883	0.1144933359
884	0.1143285844
885	0.1141474881
886	0.1139705118
887	0.1137162899
888	0.1135515938
889	0.1133959917
890	0.1132584111
891	0.1130997958
892	0.1130131468
893	0.1128904107
894	0.1127343684
895	0.1125971244
896	0.1124678546
897	0.1123482161
898	0.1121887838
899	0.1120439662
900	0.1119038877
901	0.1117898294
902	0.1116181725
903	0.1115066894
904	0.111469681
905	0.1113514597
906	0.1112784541
907	0.1111110717
908	0.1109759667
909	0.1108124684
910	0.1106845457
911	0.1104920739
912	0.1103487403
913	0.1101506813
914	0.1100646921
915	0.1099914246
916	0.1098499
917	0.1097264058
918	0.1096032355
919	0.1094572696
920	0.1093132611
921	0.1092338799
922	0.1090657599
923	0.1089216431
924	0.1088274015
925	0.1087227242
926	0.1086310893
927	0.1084709157
928	0.1082302872
929	0.1080852626
930	0.1079780135
931	0.1079215552
932	0.107881971
933	0.1076839068
934	0.1075691454
935	0.1074672573
936	0.1073643578
937	0.1072200143
938	0.1070814568
939	0.1069958434
940	0.1068763865
941	0.1067683564
942	0.1066542769
943	0.1064408627
944	0.1063127983
945	0.1061647709
946	0.1060650931
947	0.1059824725
948	0.1058999067
949	0.1057819312
950	0.105575363
951	0.1054699413
952	0.1053734074
953	0.1052712704
954	0.1051373478
955	0.1050209367
956	0.1049159822
957	0.1048819242
958	0.1047787623
959	0.1045948652
960	0.104448331
961	0.1043558787
962	0.1041709839
963	0.1040625556
964	0.1039505184
965	0.1037926088
966	0.1037143035
967	0.1035356494
968	0.1034329066
969	0.1033365453
970	0.1032632728
971	0.1031553869
972	0.1030297098
973	0.1028980943
974	0.1028032365
975	0.1026518787
976	0.1025146287
977	0.1023407533
978	0.1021210767
979	0.101984852
980	0.1018376757
981	0.1017295506
982	0.101616713
983	0.1015432923
984	0.1014081591
985	0.1012460162
986	0.10112632
987	0.1009997858
988	0.1008685382
989	0.1007789909
990	0.1007359792
991	0.1006253389
992	0.1005107885
993	0.1003749308
994	0.1002589823
995	0.1001100761
996	0.1000351383
997	0.09989047892
998	0.09976082327
999	0.09965190188
